hour,dispatch_date,lat,lng,crime
12.0,2024-06-21,40.00263235,-75.09973146,Aggravated Assault No Firearm
8.0,2024-02-10,39.98987736,-75.12192973,Aggravated Assault No Firearm
16.0,2024-04-02,39.91276185,-75.14075526,Receiving Stolen Property
13.0,2024-04-30,40.00624935,-75.12956362,DRIVING UNDER THE INFLUENCE
15.0,2024-02-10,39.92107538,-75.17129374,Vandalism/Criminal Mischief
15.0,2024-05-13,40.06733918,-75.18878399,Vandalism/Criminal Mischief
12.0,2024-01-12,40.04228843,-75.12152676,Other Assaults
19.0,2024-05-01,39.99327752,-75.14714454,Fraud
17.0,2024-04-29,,,All Other Offenses
17.0,2024-01-30,39.97419184,-75.26463754,Other Assaults
12.0,2024-02-10,39.97419184,-75.26463754,Other Assaults
20.0,2024-05-21,39.93204385,-75.17741992,Fraud
9.0,2024-06-08,39.92732438,-75.23088425,Other Assaults
12.0,2024-06-03,39.99041669,-75.15320934,Aggravated Assault Firearm
12.0,2024-07-17,39.94804048,-75.22456228,Fraud
2.0,2024-06-09,39.99498883,-75.1388616,Liquor Law Violations
14.0,2024-02-21,40.04342185,-75.1390379,Fraud
12.0,2024-04-21,39.93309565,-75.15120217,Vandalism/Criminal Mischief
22.0,2024-05-22,40.04089695,-75.06950703,All Other Offenses
2.0,2024-04-04,39.92776252,-75.1729963,Theft from Vehicle
3.0,2024-05-03,,,All Other Offenses
17.0,2024-04-28,,,All Other Offenses
16.0,2024-01-19,39.99746819,-75.11715733,Narcotic / Drug Law Violations
14.0,2024-01-09,39.95735344,-75.14715162,Motor Vehicle Theft
6.0,2024-01-23,40.03792193,-75.17727791,Motor Vehicle Theft
8.0,2024-03-16,39.92181805,-75.17071321,Motor Vehicle Theft
19.0,2024-05-25,39.97175675,-75.15987008,DRIVING UNDER THE INFLUENCE
20.0,2024-05-02,40.03006942,-75.05602341,Thefts
7.0,2024-02-02,39.99119584,-75.13968132,Vandalism/Criminal Mischief
11.0,2024-03-11,39.96388551,-75.21147333,Fraud
10.0,2024-03-08,39.93742415,-75.16010081,Fraud
16.0,2024-01-25,39.93265176,-75.16576821,Motor Vehicle Theft
15.0,2024-06-04,40.03558068,-75.10740858,Thefts
15.0,2024-03-17,39.93796457,-75.16763501,Vandalism/Criminal Mischief
1.0,2024-05-28,39.93968119,-75.22290608,All Other Offenses
1.0,2024-01-16,39.98578947,-75.15381987,All Other Offenses
19.0,2024-02-12,39.98530636,-75.10753077,All Other Offenses
14.0,2024-01-24,39.93671312,-75.23241161,Motor Vehicle Theft
9.0,2024-03-16,40.03209563,-75.0491405,Motor Vehicle Theft
20.0,2024-02-16,39.9742445,-75.22219992,Thefts
8.0,2024-06-08,39.91962925,-75.13778474,Thefts
13.0,2024-03-20,40.02149961,-75.13345593,Thefts
18.0,2024-04-26,40.03271838,-75.07818547,Other Assaults
17.0,2024-01-31,40.01502869,-75.19541988,Other Assaults
0.0,2024-04-21,39.97516304,-75.13650076,Theft from Vehicle
13.0,2024-07-10,39.95192016,-75.20963471,Other Assaults
14.0,2024-03-23,40.03558068,-75.10740858,Thefts
7.0,2024-03-26,39.91942534,-75.22523849,Motor Vehicle Theft
17.0,2024-01-29,39.93565285,-75.17786626,All Other Offenses
16.0,2024-01-17,40.01822887,-75.09693691,Motor Vehicle Theft
15.0,2024-02-02,39.95080482,-75.15444697,Other Assaults
9.0,2024-02-02,39.99533049,-75.11439576,Narcotic / Drug Law Violations
19.0,2024-02-02,39.99880783,-75.13316025,Thefts
16.0,2024-03-19,40.02783253,-75.15263181,Thefts
6.0,2024-03-20,40.03860144,-75.14118799,All Other Offenses
17.0,2024-06-28,39.99159526,-75.16465564,Rape
16.0,2024-03-11,39.92062906,-75.22844779,Motor Vehicle Theft
20.0,2024-03-23,39.92325204,-75.23841975,Thefts
18.0,2024-06-17,40.02285707,-75.12015785,Vandalism/Criminal Mischief
21.0,2024-03-21,39.92325204,-75.23841975,Thefts
0.0,2024-02-22,40.0005085,-75.16399752,All Other Offenses
22.0,2024-01-08,39.96007402,-75.16285986,All Other Offenses
22.0,2024-01-08,39.96007402,-75.16285986,All Other Offenses
9.0,2024-04-30,39.9691945,-75.24683972,Aggravated Assault No Firearm
10.0,2024-03-11,39.93597675,-75.19267632,Vandalism/Criminal Mischief
15.0,2024-03-08,39.95327049,-75.22984687,Other Assaults
21.0,2024-02-24,40.01581607,-75.07283344,Vandalism/Criminal Mischief
11.0,2024-01-22,40.0488691,-75.19426831,Motor Vehicle Theft
21.0,2024-04-28,39.94421721,-75.22849871,All Other Offenses
18.0,2024-05-08,39.92230751,-75.16098284,Other Assaults
18.0,2024-01-09,40.02329481,-75.12370553,Other Assaults
15.0,2024-01-24,39.93532303,-75.21778513,Motor Vehicle Theft
0.0,2024-02-08,39.95568033,-75.22966833,All Other Offenses
17.0,2024-03-11,39.99454871,-75.10056421,Thefts
9.0,2024-06-15,39.97170517,-75.16113757,Aggravated Assault No Firearm
11.0,2024-03-05,39.96947238,-75.17401556,Other Assaults
10.0,2024-03-22,39.95409741,-75.20691277,Theft from Vehicle
17.0,2024-03-01,39.954,-75.16827733,Other Assaults
22.0,2024-04-09,39.92472422,-75.17011638,Thefts
0.0,2024-03-31,39.91883305,-75.17030568,Motor Vehicle Theft
14.0,2024-01-20,39.94460823,-75.23957031,Other Assaults
8.0,2024-01-05,40.05940804,-75.16755482,Other Assaults
15.0,2024-01-22,40.03556394,-75.16273558,Vandalism/Criminal Mischief
23.0,2024-01-24,39.96661354,-75.19631779,Other Assaults
16.0,2024-04-08,39.883896,-75.230667,Thefts
7.0,2024-02-17,39.95826873,-75.16074448,Fraud
6.0,2024-04-29,39.883489,-75.23237,Thefts
17.0,2024-02-13,40.08379978,-74.97980022,Other Assaults
12.0,2024-03-26,40.05449999,-75.1270073,Thefts
23.0,2024-05-03,40.03198136,-75.08491633,Thefts
10.0,2024-01-24,40.03582495,-75.13374359,All Other Offenses
11.0,2024-03-07,40.05328762,-75.06007755,Vandalism/Criminal Mischief
19.0,2024-03-14,40.05475466,-75.18623469,Fraud
10.0,2024-01-29,40.05218133,-75.16155435,Fraud
12.0,2024-03-17,39.94222379,-75.22918724,Motor Vehicle Theft
7.0,2024-04-19,39.96472272,-75.21958944,All Other Offenses
17.0,2024-01-21,39.98628016,-75.23810032,All Other Offenses
21.0,2024-05-03,39.97838826,-75.23244928,Arson
20.0,2024-01-21,40.01526458,-75.09224491,Weapon Violations
17.0,2024-05-11,40.0239041,-75.21534842,Other Assaults
0.0,2024-03-27,39.97748215,-75.11317334,Robbery No Firearm
16.0,2024-06-13,39.91888596,-75.22982661,Fraud
16.0,2024-07-01,39.95174303,-75.16891584,Thefts
16.0,2024-06-08,39.92496025,-75.23641463,Thefts
2.0,2024-06-09,39.96986654,-75.1602908,Aggravated Assault No Firearm
20.0,2024-04-18,40.08132685,-75.17083336,Vandalism/Criminal Mischief
22.0,2024-02-18,39.95223441,-75.15923498,Thefts
9.0,2024-05-10,39.95387332,-75.16708202,Thefts
13.0,2024-02-26,39.90348067,-75.1922939,Other Assaults
18.0,2024-06-15,,,Thefts
14.0,2024-03-26,39.9742538,-75.17907631,Thefts
18.0,2024-02-28,39.97357603,-75.23401985,Other Assaults
17.0,2024-01-08,40.00637116,-75.12567115,Receiving Stolen Property
16.0,2024-03-29,39.957251,-75.215314,Aggravated Assault No Firearm
10.0,2024-06-22,40.04533858,-75.14004121,Fraud
11.0,2024-02-05,40.02782371,-75.04675183,Other Assaults
16.0,2024-03-01,39.94230423,-75.23344538,Other Assaults
9.0,2024-07-03,39.93003508,-75.1789785,Thefts
18.0,2024-05-22,39.9742538,-75.17907631,Thefts
0.0,2024-07-04,39.99427304,-75.21799009,Other Assaults
8.0,2024-01-29,39.97109984,-75.17407989,Burglary Residential
0.0,2024-07-29,,,Thefts
8.0,2024-05-19,40.06045361,-75.15326452,Vandalism/Criminal Mischief
7.0,2024-06-12,40.02121249,-75.08211727,Thefts
21.0,2024-03-02,39.99582965,-75.15331531,Thefts
16.0,2024-01-30,39.91404522,-75.16819092,Fraud
22.0,2024-01-19,39.98438506,-75.16134599,Thefts
18.0,2024-05-02,40.02663402,-75.1736912,Thefts
22.0,2024-08-11,39.95491632,-75.19644782,Rape
12.0,2024-08-12,39.91869739,-75.1860928,Thefts
23.0,2024-05-11,40.06229805,-75.06370967,All Other Offenses
2.0,2024-07-30,,,Thefts
12.0,2024-04-06,39.99855005,-75.16880075,Robbery Firearm
5.0,2024-07-31,,,Thefts
0.0,2024-01-27,39.96303195,-75.23423659,Other Assaults
13.0,2024-03-15,,,Vandalism/Criminal Mischief
11.0,2024-05-08,,,Thefts
8.0,2024-05-07,,,Thefts
9.0,2024-04-29,40.04499395,-75.15441236,Thefts
19.0,2024-02-21,,,Vandalism/Criminal Mischief
0.0,2024-08-01,,,Thefts
17.0,2024-03-05,39.99592186,-75.1150219,All Other Offenses
16.0,2024-02-01,40.01822987,-75.05491927,Fraud
8.0,2024-05-05,39.90550404,-75.19445413,Thefts
2.0,2024-03-17,40.06922027,-75.18183572,Other Assaults
9.0,2024-03-11,39.91604528,-75.22338714,Receiving Stolen Property
21.0,2024-03-02,39.93305327,-75.177249,Thefts
21.0,2024-03-31,39.91445281,-75.24123034,Thefts
10.0,2024-03-29,39.95807247,-75.24657187,Vandalism/Criminal Mischief
17.0,2024-03-13,,,Motor Vehicle Theft
2.0,2024-02-16,39.91383496,-75.16696805,Theft from Vehicle
8.0,2024-01-23,40.0144056,-75.14689277,Burglary Residential
7.0,2024-02-12,39.94932594,-75.19141441,Thefts
18.0,2024-08-02,39.96291898,-75.16188385,Thefts
12.0,2024-05-03,39.90550404,-75.19445413,Thefts
15.0,2024-03-20,39.98170527,-75.17159262,Thefts
23.0,2024-02-18,39.9933042,-75.12036837,Aggravated Assault Firearm
20.0,2024-02-11,39.93890194,-75.19513122,Thefts
20.0,2024-05-20,39.94741711,-75.23199435,Burglary Residential
0.0,2024-01-20,40.09173393,-74.98238695,Other Assaults
9.0,2024-02-06,,,Motor Vehicle Theft
17.0,2024-04-09,40.00098692,-75.13440262,Other Assaults
19.0,2024-07-21,39.95873068,-75.21816691,Fraud
9.0,2024-01-29,40.01224629,-75.06694066,Thefts
18.0,2024-06-24,39.99642246,-75.13735007,Other Assaults
3.0,2024-04-13,40.00463541,-75.09894677,Liquor Law Violations
6.0,2024-03-11,40.05235855,-75.15672885,All Other Offenses
12.0,2024-01-08,40.03518943,-75.03765147,Thefts
17.0,2024-05-01,40.02154582,-75.08822429,Motor Vehicle Theft
9.0,2024-03-18,39.883489,-75.23237,Thefts
21.0,2024-03-31,40.01258134,-75.09761455,All Other Offenses
8.0,2024-01-22,40.03948975,-75.03787491,Vandalism/Criminal Mischief
18.0,2024-06-05,40.04443803,-75.0533873,Robbery No Firearm
14.0,2024-04-12,39.99632337,-75.16658288,Vandalism/Criminal Mischief
15.0,2024-05-19,40.08007703,-74.98697872,Other Assaults
14.0,2024-01-01,39.98448864,-75.1792831,Burglary Residential
17.0,2024-05-03,40.09772765,-75.06073795,Fraud
17.0,2024-03-24,39.98298019,-75.11243377,Robbery Firearm
22.0,2024-03-29,39.99632337,-75.16658288,All Other Offenses
16.0,2024-04-06,39.96629316,-75.20696742,All Other Offenses
16.0,2024-06-24,40.0732825,-75.0340431,Theft from Vehicle
20.0,2024-03-09,39.9805304,-75.1628497,Motor Vehicle Theft
3.0,2024-04-17,40.00615737,-75.12831688,Theft from Vehicle
13.0,2024-03-07,40.03341974,-75.07059626,Weapon Violations
12.0,2024-02-02,40.02430657,-75.12946513,Fraud
17.0,2024-04-25,39.99596868,-75.1063397,Other Assaults
9.0,2024-03-21,39.92588251,-75.18000174,Fraud
2.0,2024-07-04,40.01383008,-75.15925206,Robbery Firearm
9.0,2024-06-24,39.9989267,-75.16878364,Vandalism/Criminal Mischief
23.0,2024-03-29,40.04299418,-75.02226294,All Other Offenses
20.0,2024-03-04,40.0327343,-75.16459883,Other Assaults
18.0,2024-01-11,39.98760046,-75.092059,Vandalism/Criminal Mischief
14.0,2024-07-11,39.95213693,-75.15708025,Thefts
13.0,2024-06-21,40.06447322,-75.08404921,Thefts
14.0,2024-01-10,39.92487518,-75.22834332,Other Assaults
10.0,2024-04-22,40.03488161,-75.04181461,Vandalism/Criminal Mischief
7.0,2024-05-01,40.04146671,-75.01662401,Motor Vehicle Theft
23.0,2024-01-14,39.97595925,-75.23804429,Fraud
14.0,2024-06-24,39.95218777,-75.15342018,Vandalism/Criminal Mischief
9.0,2024-05-30,39.99513593,-75.18862731,Theft from Vehicle
17.0,2024-01-30,39.95221731,-75.16167311,Thefts
17.0,2024-04-05,39.99516359,-75.12735362,Narcotic / Drug Law Violations
15.0,2024-02-09,40.03435726,-75.14878023,Other Assaults
13.0,2024-01-22,39.95482807,-75.18333678,Robbery No Firearm
0.0,2024-06-03,39.99213822,-75.21978739,Vandalism/Criminal Mischief
21.0,2024-05-02,39.99427501,-75.14413069,Aggravated Assault Firearm
12.0,2024-05-13,39.95170637,-75.1668791,Thefts
11.0,2024-03-29,39.95558626,-75.2412412,Burglary Residential
8.0,2024-03-02,39.96702044,-75.17624955,Thefts
21.0,2024-02-29,39.96702044,-75.17624955,Thefts
11.0,2024-06-23,39.98876061,-75.23833396,Other Assaults
18.0,2024-01-22,40.00671255,-75.159338,Other Assaults
16.0,2024-06-03,39.883489,-75.23237,Thefts
21.0,2024-02-23,39.96702044,-75.17624955,Thefts
12.0,2024-01-31,40.02744057,-75.09798871,Other Assaults
23.0,2024-05-25,39.98515821,-75.15596463,Disorderly Conduct
16.0,2024-05-05,39.95401536,-75.22343435,Theft from Vehicle
15.0,2024-02-22,39.96702044,-75.17624955,Thefts
8.0,2024-04-03,39.938979,-75.189099,Burglary Residential
1.0,2024-01-01,40.02847814,-75.03652904,Other Assaults
18.0,2024-06-26,40.06447322,-75.08404921,Thefts
12.0,2024-07-12,39.98512322,-75.14628957,Theft from Vehicle
15.0,2024-05-12,40.02361685,-75.1201771,Aggravated Assault No Firearm
14.0,2024-04-17,40.02230171,-75.12444778,All Other Offenses
21.0,2024-03-13,40.02994829,-75.17029187,All Other Offenses
11.0,2024-03-21,40.02679545,-75.14702931,Fraud
8.0,2024-03-16,39.99285707,-75.14247213,All Other Offenses
2.0,2024-06-20,39.9187869,-75.15888505,All Other Offenses
13.0,2024-01-29,40.06388577,-75.08043432,Fraud
8.0,2024-02-20,40.09172676,-75.02944107,All Other Offenses
14.0,2024-01-13,,,Receiving Stolen Property
2.0,2024-04-14,40.06367787,-75.14719933,Offenses Against Family and Children
4.0,2024-05-06,40.02056147,-75.11626264,Public Drunkenness
15.0,2024-08-13,,,Theft from Vehicle
23.0,2024-05-06,40.03006942,-75.05602341,Thefts
17.0,2024-03-25,40.04522134,-75.12252347,All Other Offenses
14.0,2024-04-02,40.03086467,-75.12338325,Other Assaults
13.0,2024-04-18,40.02655768,-75.14299453,Fraud
2.0,2024-03-17,40.02902279,-75.03733017,Vandalism/Criminal Mischief
7.0,2024-05-04,40.04298227,-75.16131373,Aggravated Assault No Firearm
18.0,2024-04-18,39.99582831,-75.16917715,All Other Offenses
9.0,2024-07-09,40.07363422,-75.16729918,Aggravated Assault Firearm
18.0,2024-05-17,40.05016932,-75.06422527,Theft from Vehicle
14.0,2024-05-29,40.06165326,-75.05670987,Thefts
20.0,2024-04-08,39.94239576,-75.18270154,Thefts
13.0,2024-03-27,40.03218474,-75.17788205,Thefts
21.0,2024-03-06,39.99932067,-75.17172656,Weapon Violations
8.0,2024-02-25,39.92066034,-75.1614524,Theft from Vehicle
14.0,2024-07-18,39.93791825,-75.16682521,Thefts
13.0,2024-01-30,39.96469567,-75.23015229,Other Assaults
10.0,2024-04-19,39.99275163,-75.13862743,Other Assaults
9.0,2024-04-13,40.02445566,-75.06115826,Vandalism/Criminal Mischief
23.0,2024-04-01,40.10586452,-75.00330626,Thefts
16.0,2024-05-15,40.01147825,-75.08400229,Other Assaults
18.0,2024-01-05,39.96668365,-75.24703067,Weapon Violations
7.0,2024-04-16,40.04862086,-75.15694704,Vandalism/Criminal Mischief
16.0,2024-04-07,39.95646049,-75.1677248,Theft from Vehicle
0.0,2024-01-05,,,All Other Offenses
22.0,2024-05-08,39.96170718,-75.13450966,Other Assaults
12.0,2024-05-29,39.97868367,-75.22409192,Thefts
10.0,2024-04-20,39.96061214,-75.22652335,Fraud
14.0,2024-04-16,39.97179964,-75.2426173,Other Assaults
2.0,2024-04-28,39.96362243,-75.14223033,Receiving Stolen Property
3.0,2024-03-26,,,Other Assaults
8.0,2024-04-03,39.99621966,-75.11670476,Burglary Residential
0.0,2024-04-13,39.95437443,-75.19853256,Other Assaults
19.0,2024-03-30,39.91558955,-75.23318929,Other Assaults
20.0,2024-02-27,39.91558955,-75.23318929,Weapon Violations
15.0,2024-03-10,,,Motor Vehicle Theft
16.0,2024-04-06,39.99730099,-75.11232683,Narcotic / Drug Law Violations
14.0,2024-04-05,40.05936032,-75.15997006,Vandalism/Criminal Mischief
17.0,2024-02-27,39.99303776,-75.11926217,All Other Offenses
15.0,2024-04-16,39.94956905,-75.14485725,All Other Offenses
4.0,2024-04-17,39.93169031,-75.21493494,All Other Offenses
7.0,2024-05-22,40.10021435,-74.9832734,Theft from Vehicle
8.0,2024-03-10,39.98682434,-75.15092914,All Other Offenses
11.0,2024-03-13,40.03330242,-75.08181675,Vandalism/Criminal Mischief
17.0,2024-02-24,39.94099523,-75.18059859,Vandalism/Criminal Mischief
10.0,2024-04-20,40.0106149,-75.16168627,Other Assaults
7.0,2024-04-01,,,Vandalism/Criminal Mischief
9.0,2024-02-21,39.97572397,-75.2338139,Other Assaults
17.0,2024-02-23,39.99746558,-75.11291887,Narcotic / Drug Law Violations
2.0,2024-03-08,39.88349705,-75.23237179,All Other Offenses
18.0,2024-03-15,39.99703635,-75.11739603,Weapon Violations
20.0,2024-05-07,39.99576488,-75.11969757,Weapon Violations
8.0,2024-04-24,40.03885386,-75.02760037,Theft from Vehicle
16.0,2024-04-27,40.04405393,-75.16293757,All Other Offenses
13.0,2024-06-22,40.02989789,-75.16303341,Fraud
10.0,2024-07-28,39.99490606,-75.11080077,Thefts
20.0,2024-08-02,,,Thefts
10.0,2024-01-20,40.05796694,-75.14934157,Motor Vehicle Theft
21.0,2024-06-04,40.0109302,-75.13984674,Weapon Violations
13.0,2024-02-10,39.95746459,-75.23868979,Other Assaults
20.0,2024-04-30,39.95556162,-75.15749677,Theft from Vehicle
6.0,2024-07-08,39.99703525,-75.10260574,Fraud
19.0,2024-07-13,39.97868367,-75.22409192,Thefts
11.0,2024-05-02,39.95360781,-75.16584641,Other Assaults
19.0,2024-05-03,39.93167559,-75.19326715,Other Assaults
9.0,2024-06-06,40.01412731,-75.08867327,Theft from Vehicle
8.0,2024-07-17,40.03887702,-75.07993142,Theft from Vehicle
12.0,2024-01-01,39.99591466,-75.17695311,All Other Offenses
13.0,2024-07-26,,,Thefts
7.0,2024-04-01,,,Vagrancy/Loitering
17.0,2024-08-21,39.92544216,-75.18493434,Thefts
16.0,2024-02-18,39.95601268,-75.14535414,Theft from Vehicle
2.0,2024-07-01,40.05555537,-75.04919712,Thefts
8.0,2024-07-12,40.00608397,-75.2123169,Thefts
2.0,2024-02-04,40.04881965,-75.10514864,All Other Offenses
16.0,2024-03-08,40.00408007,-75.21858279,Motor Vehicle Theft
9.0,2024-06-11,40.0382318,-75.06334124,Theft from Vehicle
9.0,2024-01-18,40.00261378,-75.13179912,Motor Vehicle Theft
19.0,2024-06-23,39.9756709,-75.16407666,Other Assaults
14.0,2024-08-21,39.95616757,-75.20640253,Theft from Vehicle
16.0,2024-08-04,39.98452422,-75.15700426,Thefts
14.0,2024-06-18,40.00483752,-75.09692755,Robbery No Firearm
23.0,2024-02-16,39.9577863,-75.24163447,All Other Offenses
17.0,2024-04-30,,,All Other Offenses
14.0,2024-04-26,39.97568836,-75.26699968,Other Assaults
16.0,2024-06-09,39.95534106,-75.23768786,Aggravated Assault No Firearm
14.0,2024-06-11,39.91880262,-75.14012538,Thefts
16.0,2024-07-30,,,Aggravated Assault Firearm
21.0,2024-05-03,,,All Other Offenses
9.0,2024-01-16,39.98379807,-75.2571148,All Other Offenses
18.0,2024-04-18,40.00397918,-75.18147583,All Other Offenses
13.0,2024-01-13,39.95160164,-75.14180349,Motor Vehicle Theft
10.0,2024-01-23,40.06592209,-75.15930278,Other Assaults
14.0,2024-04-29,40.03006942,-75.05602341,Thefts
21.0,2024-01-01,39.92166378,-75.17850367,Motor Vehicle Theft
0.0,2024-04-17,40.04710466,-75.07803077,Vandalism/Criminal Mischief
16.0,2024-01-17,39.95126607,-75.19920778,Other Assaults
4.0,2024-03-26,40.04893394,-75.14838913,Robbery No Firearm
12.0,2024-03-09,40.04141112,-75.10000818,Other Assaults
16.0,2024-02-29,40.03195228,-75.02048997,Other Sex Offenses (Not Commercialized)
19.0,2024-03-17,39.94535536,-75.22501415,All Other Offenses
9.0,2024-05-05,40.01122915,-75.0718286,Vandalism/Criminal Mischief
23.0,2024-01-13,40.09212345,-74.98182394,Motor Vehicle Theft
6.0,2024-02-19,40.02993889,-75.10631528,All Other Offenses
0.0,2024-03-12,40.04112454,-75.14787279,All Other Offenses
16.0,2024-04-17,39.92738811,-75.17970437,Fraud
2.0,2024-03-23,40.02046018,-75.13747654,Aggravated Assault Firearm
9.0,2024-07-31,39.94999294,-75.15972321,Thefts
10.0,2024-01-13,40.02783381,-75.17400053,Other Assaults
13.0,2024-01-01,39.99404228,-75.12999304,Motor Vehicle Theft
1.0,2024-02-01,39.99377754,-75.18379236,Other Assaults
16.0,2024-05-25,39.95221732,-75.19678083,Vandalism/Criminal Mischief
10.0,2024-06-17,40.01472716,-75.15115653,Motor Vehicle Theft
10.0,2024-01-28,39.9831045,-75.17136355,Motor Vehicle Theft
3.0,2024-07-10,40.00551814,-75.09684122,Aggravated Assault No Firearm
18.0,2024-07-20,39.91999307,-75.23342828,Thefts
21.0,2024-04-25,39.98630616,-75.13325265,All Other Offenses
12.0,2024-02-09,39.97784194,-75.25276784,Aggravated Assault No Firearm
18.0,2024-04-27,39.95749828,-75.23191769,Vandalism/Criminal Mischief
17.0,2024-03-27,39.883489,-75.23237,Thefts
10.0,2024-04-30,40.05629698,-75.00059702,Fraud
18.0,2024-04-02,39.99254371,-75.11878592,Aggravated Assault Firearm
11.0,2024-06-12,39.96701237,-75.17624778,Thefts
21.0,2024-03-16,39.99424348,-75.10735662,Other Assaults
20.0,2024-05-20,39.9660316,-75.23709716,All Other Offenses
10.0,2024-01-23,39.94003552,-75.14449844,Motor Vehicle Theft
20.0,2024-03-11,40.05213366,-75.07233404,Motor Vehicle Theft
16.0,2024-04-14,39.99687149,-75.11303272,All Other Offenses
11.0,2024-01-15,39.96677602,-75.17784829,Motor Vehicle Theft
18.0,2024-04-01,39.98085655,-75.15831604,DRIVING UNDER THE INFLUENCE
12.0,2024-03-30,40.04347566,-75.07934565,Motor Vehicle Theft
2.0,2024-05-19,40.05876749,-75.05287412,Vandalism/Criminal Mischief
15.0,2024-03-26,39.94645943,-75.17062098,Thefts
17.0,2024-06-26,40.10325058,-75.02908553,Thefts
12.0,2024-03-06,39.94645898,-75.16238365,Fraud
16.0,2024-03-12,40.06956694,-75.01189556,Other Assaults
21.0,2024-01-29,39.99704463,-75.14201776,Weapon Violations
16.0,2024-03-23,40.01713855,-75.06973137,Other Assaults
23.0,2024-03-22,40.02199076,-75.1514073,Vandalism/Criminal Mischief
16.0,2024-03-05,39.98276461,-75.14706726,Vandalism/Criminal Mischief
7.0,2024-06-05,40.0422223,-75.03365305,Vandalism/Criminal Mischief
14.0,2024-01-28,40.03364874,-75.14339999,All Other Offenses
9.0,2024-02-16,39.90455593,-75.19208524,Other Assaults
15.0,2024-04-19,39.94380535,-75.15207348,Other Assaults
12.0,2024-01-04,39.93065603,-75.18533709,Motor Vehicle Theft
20.0,2024-01-06,39.98280725,-75.18532688,Motor Vehicle Theft
19.0,2024-06-03,39.98089898,-75.18839724,Burglary Residential
15.0,2024-03-17,40.0117849,-75.15678345,Other Assaults
15.0,2024-05-15,40.05277995,-75.12693079,Fraud
11.0,2024-05-30,39.98160982,-75.17697715,Other Assaults
16.0,2024-03-17,39.95482001,-75.18333505,Other Assaults
23.0,2024-01-30,40.0740611,-75.17105835,Vandalism/Criminal Mischief
7.0,2024-03-27,39.93625382,-75.21743312,Vandalism/Criminal Mischief
6.0,2024-03-07,39.92695667,-75.23082476,All Other Offenses
16.0,2024-03-29,39.9360318,-75.14605885,All Other Offenses
11.0,2024-03-12,39.99041915,-75.14538858,Fraud
19.0,2024-04-03,40.03771216,-75.15974269,Theft from Vehicle
10.0,2024-04-26,,,Fraud
21.0,2024-04-17,,,Thefts
10.0,2024-07-15,39.98798745,-75.15454897,Aggravated Assault No Firearm
12.0,2024-04-18,40.03591476,-75.16518323,Vandalism/Criminal Mischief
0.0,2024-06-08,40.08002889,-74.99556633,All Other Offenses
17.0,2024-03-15,40.02009155,-75.07808161,All Other Offenses
18.0,2024-01-16,40.01979772,-75.157139,Other Assaults
20.0,2024-03-28,39.99389783,-75.15245291,Weapon Violations
16.0,2024-02-08,39.94828405,-75.14936991,Vandalism/Criminal Mischief
19.0,2024-07-18,39.94851965,-75.17892485,Thefts
7.0,2024-03-15,39.954,-75.16827733,All Other Offenses
12.0,2024-05-06,39.97576518,-75.13062624,Fraud
13.0,2024-03-03,39.97955538,-75.13045996,Other Assaults
9.0,2024-06-22,40.05204744,-75.19940077,Thefts
0.0,2024-03-24,39.96777659,-75.22030801,Vandalism/Criminal Mischief
9.0,2024-06-03,40.01801052,-75.08962981,Other Assaults
21.0,2024-02-10,39.91973604,-75.16225707,Vandalism/Criminal Mischief
20.0,2024-05-01,,,Vandalism/Criminal Mischief
9.0,2024-04-10,40.0830512,-74.98804465,Vandalism/Criminal Mischief
9.0,2024-04-01,40.01425735,-75.12633333,Fraud
12.0,2024-05-13,40.02618823,-75.13965386,Other Assaults
14.0,2024-01-23,40.02343208,-75.04290851,Fraud
20.0,2024-01-10,39.93652856,-75.16820004,Offenses Against Family and Children
11.0,2024-06-28,40.02989257,-75.1852867,Motor Vehicle Theft
16.0,2024-01-14,40.05343899,-75.15555883,Other Sex Offenses (Not Commercialized)
19.0,2024-02-29,39.9955963,-75.18097298,Other Assaults
18.0,2024-06-21,39.99773331,-75.22681541,Other Assaults
21.0,2024-05-29,39.99610048,-75.11397827,Narcotic / Drug Law Violations
18.0,2024-05-02,39.91902338,-75.24147022,Fraud
8.0,2024-05-04,,,Other Sex Offenses (Not Commercialized)
12.0,2024-05-09,,,Other Sex Offenses (Not Commercialized)
14.0,2024-03-27,39.949925,-75.203461,Other Assaults
14.0,2024-06-01,40.03558068,-75.10740858,Thefts
13.0,2024-06-24,39.92701434,-75.14400427,Theft from Vehicle
0.0,2024-06-10,39.97995329,-75.16598459,Other Assaults
22.0,2024-04-08,39.98090795,-75.14850228,Thefts
0.0,2024-01-15,40.03922824,-75.0387596,Motor Vehicle Theft
14.0,2024-05-28,39.883489,-75.23237,Vandalism/Criminal Mischief
10.0,2024-04-30,,,Other Assaults
0.0,2024-07-03,40.04409546,-75.02971966,Other Assaults
11.0,2024-04-28,,,Motor Vehicle Theft
13.0,2024-07-18,39.95228034,-75.19706104,Thefts
22.0,2024-05-25,39.98515821,-75.15596463,Disorderly Conduct
7.0,2024-05-06,39.97469388,-75.16052003,Motor Vehicle Theft
9.0,2024-02-22,40.06260568,-74.98897502,Motor Vehicle Theft
15.0,2024-01-09,39.95547062,-75.19408562,Fraud
0.0,2024-03-03,39.93848491,-75.19418796,All Other Offenses
10.0,2024-06-05,40.0122039,-75.14291268,Other Assaults
